date,sales_quantity,promotion_flag,sku_id,product_name,category,brand,price
2022-11-27,1758,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-11-28,1720,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-11-29,1872,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-11-30,1712,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-12-01,1853,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-12-02,1886,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-12-03,2038,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-12-04,2165,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-12-05,2088,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-12-06,1966,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-12-07,2731,1,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-12-08,1965,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-12-09,2098,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-12-10,2097,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-12-11,2117,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-12-12,2011,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-12-13,2124,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-12-14,2021,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-12-15,2225,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-12-16,2087,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-12-17,2196,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-12-18,2221,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-12-19,2061,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-12-20,1972,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-12-21,2061,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-12-22,1989,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-12-23,2086,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
